cid,iupacname,file_names,label1,label2,label3,label4,label5,label6,label7,label8,label9,label10,label11,label12,label13,label14,label15,label16,label17,label18,label19,label20,label21,label22,label23,label24,label25,label26,label27,label28,label29,label30,label31,label32,label33,label34,label35,label36,label37,label38,label39,label40,label41,label42,label43,label44,label45,label46,label47,label48,label49,label50,label51,label52,label53,label54,label55,label56,label57,label58,label59,label60,label61,label62,label63,label64,label65,label66,label67
29,2-cyclohexylethanamine,29.png,1,15,5,8,37,10,19,13,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259740,4-(4-chlorophenyl)butanoic acid,259740.png,1,18,5,6,18,5,7,21,10,11,48,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54334594,1-iodopent-2-ene,54334594.png,1,27,5,28,9,5,15,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11458004,"(2S,3R)-3-(4-methylphenyl)oxirane-2-carboxylic acid",11458004.png,1,6,15,49,33,50,5,4,5,6,18,5,36,10,21,10,11,51,5,15,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544570,1-chlorohex-1-ene,544570.png,1,27,5,7,37,5,27,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145815183,(E)-3-(4-isocyanocyclohexyl)prop-2-enoic acid,145815183.png,1,6,53,11,5,4,5,6,18,5,54,16,8,37,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17842395,7-chloroisoquinoline-3-carboxylic acid,17842395.png,1,55,5,7,56,5,4,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118613154,(4R)-2-methyl-4-methylsulfanylpentane,118613154.png,1,6,18,57,5,15,5,36,10,5,18,5,36,10,25,10,9,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135032133,2-cuban-1-yl-2-hydroxyacetic acid,135032133.png,1,15,5,58,59,5,27,5,10,5,15,5,40,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123244524,3-(6-diazenylpyridin-3-yl)prop-2-enoic acid,123244524.png,1,4,5,6,39,5,60,61,10,44,5,4,5,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5356796,(Z)-oct-2-ene,5356796.png,1,6,62,11,5,63,5,15,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140299154,2-chloro-2-methylbutanoyl bromide,140299154.png,1,15,5,7,5,15,5,36,10,48,13,64,10,45,65,66,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12339,1-methylsulfanylbutane,12339.png,1,27,5,36,10,25,10,48,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144443391,"2-aminopyrrolo[1,2-b]pyridazine-6-carboxylic acid",144443391.png,1,15,5,20,67,17,27,33,15,5,68,69,70,5,39,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581110,(Z)-3-(4-chlorophenyl)prop-2-enoic acid,1581110.png,1,6,62,11,5,4,5,6,18,5,7,21,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774215,"3,3-difluoro-2-oxo-3-phenylpropanoic acid",2774215.png,1,4,33,4,5,60,71,5,15,5,72,5,4,5,21,10,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140149,"6-methylhepta-1,3,5-triene",140149.png,1,39,5,36,10,73,74,5,27,33,4,33,34,5,35,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54280052,3-methoxy-2-(2-methylphenyl)prop-2-enoic acid,54280052.png,1,4,5,36,24,5,15,5,6,15,5,36,10,21,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71411030,1-bromo-3-iodoprop-1-ene,71411030.png,1,27,5,75,5,4,5,28,12,5,27,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222657,"1,2-dibromo-2-methylpropane",222657.png,1,27,33,15,5,60,75,5,15,5,36,10,12,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123473667,1-fluoro-1-methylsulfanylpropane,123473667.png,1,27,5,71,5,27,5,36,10,25,10,12,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76790740,3-(4-hydroxy-3-iodophenyl)-2-methylpropanoic acid,76790740.png,1,4,5,6,18,5,40,5,4,5,28,21,10,11,5,15,5,36,10,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140751638,"(Z)-2-hydroxy-3-(4-hydroxycyclohexa-2,4-dien-1-yl)prop-2-enoic acid",140751638.png,1,6,62,11,5,15,5,40,5,4,5,6,18,5,40,8,37,74,5,15,33,18,5,60,23,5,27,5,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15178341,bis(prop-2-enyl)silane,15178341.png,1,76,6,12,5,15,5,23,10,11,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142157833,"2-(1,3-oxazol-5-yloxy)propanoic acid",142157833.png,1,15,5,6,27,33,4,5,78,79,5,34,5,10,24,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117681652,(E)-4-iodo-4-methylpent-2-ene,117681652.png,1,6,53,11,5,18,5,28,5,18,5,36,10,9,5,15,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230683,3-(4-hydroxyphenyl)butanoic acid,230683.png,1,4,5,6,18,5,40,21,10,11,48,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136394958,"2-diazo-3-(2,6-difluorophenyl)-3-oxopropanoate",136394958.png,1,15,5,60,80,5,4,5,6,15,33,39,5,60,71,21,10,11,5,4,5,72,12,13,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2-butylpentanedioic acid,152.png,1,15,5,48,10,9,26,60,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59281621,propyl thiohypoiodite,59281621.png,1,81,82,10,45,83,84,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123664030,methylidyne(pentan-3-yl)azanium,123664030.png,1,36,10,86,6,9,13,5,4,5,10,11,87,88,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68093311,"6-amino-4a,8a-dihydronaphthalene-2-carboxylic acid",68093311.png,1,39,5,20,5,89,33,90,5,60,91,92,5,15,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233238,3-(4-iodophenyl)propanoic acid,233238.png,1,4,5,6,18,5,28,21,10,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236646,(4-aminophenyl)sulfonylformic acid,236646.png,1,6,18,5,20,21,10,11,93,10,94,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141375351,"3-[2,5-dichloro-4-(hydroxymethyl)phenyl]prop-2-enoic acid",141375351.png,1,4,5,17,15,33,34,5,60,7,5,18,5,6,40,36,10,11,21,10,22,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68984421,2-methoxy-4-methyl-3-phenylpent-2-enoic acid,68984421.png,1,15,5,36,24,5,18,5,36,10,5,4,5,21,10,9,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36689000,"(2S)-2-(2,4,6-trimethylphenoxy)propanoic acid",36689000.png,1,6,15,96,5,15,5,6,15,33,18,33,39,5,35,36,10,21,24,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59161495,2-(4-chlorophenyl)-2-fluorocyclopropane-1-carboxylic acid,59161495.png,1,15,5,6,18,5,7,21,10,11,5,15,5,71,8,12,26,5,27,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57157928,"(2R)-2-hydroxy-2-(4-hydroxy-3,5-dimethylphenyl)acetic acid",57157928.png,1,6,15,97,11,5,15,5,40,5,15,5,6,18,5,40,5,4,33,34,5,60,36,10,21,10,11,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123828697,"3-cyclohex-3-en-1-yl-2,3-dioxopropanoic acid",123828697.png,1,4,5,8,37,5,4,5,23,5,27,5,10,5,15,33,4,5,60,72,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11424147,(3R)-3-azido-3-cyclohexylpropanoic acid,11424147.png,1,6,4,57,5,4,5,98,5,4,5,8,37,10,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19888082,2-chloro-2-(4-fluorophenoxy)acetic acid,19888082.png,1,15,5,7,5,15,5,6,18,5,71,21,24,11,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142267927,(E)-4-(1-fluorocyclobutyl)but-2-enoic acid,142267927.png,1,6,53,11,5,18,5,6,27,5,71,8,48,10,11,48,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19036632,3-(6-oxooxan-2-yl)propanoic acid,19036632.png,1,4,5,6,39,5,72,99,5,15,5,10,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13560460,2-propylsulfanylacetyl chloride,13560460.png,1,15,5,12,10,25,10,31,10,45,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277674,3-(4-chlorophenyl)-3-oxopropanoic acid,277674.png,1,4,5,6,18,5,7,21,10,11,5,4,5,72,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21401562,"2-(4-chlorophenyl)-3,3,3-trifluoropropanoic acid",21401562.png,1,15,5,6,18,5,7,21,10,11,5,4,33,4,33,4,5,35,71,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117753526,"(3Z)-4-fluorohexa-1,3-diene",117753526.png,1,6,4,29,5,18,5,71,37,74,5,27,33,4,5,60,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87709174,[2-(4-hydroxyphenyl)acetyl] 2-(4-hydroxyphenyl)acetate,87709174.png,1,17,15,5,6,18,5,40,21,10,11,31,10,22,45,15,5,6,18,5,40,21,10,11,31,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152284385,"2-(4-hydroxyphenyl)-4,4-dimethylpent-2-enoic acid",152284385.png,1,15,5,6,18,5,40,21,10,11,5,18,33,18,5,60,36,10,9,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525384,2-(2-methylpropylsulfanyl)butane,525384.png,1,15,5,6,15,5,36,10,12,10,25,10,11,48,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145798723,"3-(2,2,4,4-tetrafluorocyclobutyl)prop-2-enoic acid",145798723.png,1,4,5,6,15,33,15,33,18,33,18,5,102,71,8,48,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24963428,(2S)-3-(3-hydroxyphenyl)-2-methoxypropanoic acid,24963428.png,1,6,15,96,5,4,5,6,4,5,40,21,10,11,5,15,5,36,24,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18362219,"(E)-3-(3,5-dimethylphenyl)but-2-enoic acid",18362219.png,1,6,53,11,5,4,5,6,4,33,34,5,60,36,10,21,10,11,48,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20982136,3-hydroxy-3-(4-hydroxyphenyl)propanoate,20982136.png,1,4,5,40,5,4,5,6,18,5,40,21,10,11,12,13,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003821,3-(2-amino-6-methyl-4-sulfanylidene-1H-pyrimidin-5-yl)propanoic acid,3003821.png,1,4,5,6,15,5,20,5,39,5,36,10,5,18,5,25,10,103,5,104,5,105,5,34,5,10,11,12,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"4,4-dimethylpent-1-ene",184.png,1,18,33,18,5,60,36,10,9,5,27,5,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54512209,"2,7-dimethyl-2H-thiochromene-3-carboxylic acid",54512209.png,1,15,33,55,5,60,36,10,5,106,5,107,108,5,4,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91268478,(213C)pentane,91268478.png,1,6,15,27,4,109,9,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11040673,S-ethyl prop-2-enethioate,11040673.png,1,49,5,19,10,45,12,5,15,5,38,83,101,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,cyclohex-3-enecarbaldehyde,84.png,1,8,37,5,4,5,38,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97930,2-(4-bromophenyl)-2-hydroxyacetic acid,97930.png,1,15,5,6,18,5,75,21,10,11,5,15,5,40,31,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146014998,4-tert-butylperoxy-2-oxobutanoic acid,146014998.png,1,18,5,111,5,48,10,112,5,15,5,72,48,13,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54080744,"(E)-3-(2,3,4,5,6-pentamethylphenyl)prop-2-enoic acid",54080744.png,1,6,53,11,5,4,5,6,15,33,4,33,18,33,34,33,39,5,113,36,10,21,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6257297,(E)-3-(2-chloro-4-fluorophenyl)prop-2-enoic acid,6257297.png,1,6,53,11,5,4,5,6,15,5,7,5,18,5,71,21,10,11,12,5,15,5,23,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19612224,(4-chlorophenyl)methyl hydrogen carbonate,19612224.png,1,6,18,5,7,21,10,11,36,10,45,114,45,115,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10396805,2-methylhept-1-en-6-yne,10396805.png,1,15,5,36,10,73,5,27,5,23,5,39,5,116,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118444649,5-(sulfanylmethyl)-1-benzothiophene-2-carboxylic acid,118444649.png,1,34,5,6,25,10,36,10,11,5,27,5,117,83,118,5,15,5,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140617333,"2-cyclohexa-2,4-dien-1-ylethyl hydrogen carbonate",140617333.png,1,15,5,8,37,74,5,15,33,18,5,60,23,5,27,5,10,19,10,45,114,45,115,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145427488,"ethyl 5-(4-hydroxyphenyl)-2,4-dioxopentanoate",145427488.png,1,19,10,45,34,5,6,18,5,40,21,10,11,5,15,33,18,5,60,72,9,13,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
